target_D,horizon,method,method_index,round,mean,ci_low,ci_high,aggregate_sha256
2,1000,transport_endpoint,1,420,44.376049840371437,43.549405760744648,45.181654045792911,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,430,45.1519937385956,44.309856921965974,45.980094507081816,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,440,45.863425084648242,45.01149103696423,46.695456262320967,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,450,46.684994058748359,45.797822451182121,47.543415688853429,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,460,47.459267089697477,46.523915529381703,48.357390116013349,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,470,48.205285837166706,47.241284229957451,49.125848964452572,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,480,48.897663874309771,47.93220922117051,49.817561099429845,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,490,49.654560379649354,48.688356461827063,50.572525265360468,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,500,50.394678948682923,49.413610946346672,51.318141574547269,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,510,51.087046630712663,50.106962168700569,52.027486909394632,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,520,51.842587645101133,50.847225604366344,52.800515212412975,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,530,52.582081964192021,51.545031286422336,53.568977585826197,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,540,53.324246476241996,52.271402476017023,54.349639905082853,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,550,53.951396953929176,52.899794802739265,54.972130406136003,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,560,54.643122860604223,53.582696097488366,55.673593060780171,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,570,55.359261999528016,54.293212159088192,56.397005917441341,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,580,56.037612519138428,54.926948873604573,57.101375263510533,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,590,56.721635749179171,55.599316075891437,57.78962334658921,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,600,57.397019806378921,56.261080138773394,58.493802560173727,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
